Date,Open,High,Low,Close,Volume
2020-07-09 11:00:00,0.0046937,0.0046984,0.0045931,0.0046158,2778275.0
2020-07-09 11:30:00,0.0046158,0.0047147,0.0046138,0.0046459,389397.0
2020-07-09 12:00:00,0.0046459,0.004776,0.0046459,0.004749,1204761.0
2020-07-09 12:30:00,0.004776,0.0048084,0.0047399,0.0047649,1801894.0
2020-07-09 13:00:00,0.0047651,0.0047702,0.004502,0.004502,2666707.0
2020-07-09 13:30:00,0.004502,0.0046999,0.004502,0.0046247,313750.0
2020-07-09 14:00:00,0.0046247,0.0047261,0.0046247,0.00465,911591.0
2020-07-09 14:30:00,0.004719,0.00473,0.00465,0.00465,252200.0
2020-07-09 15:00:00,0.00465,0.0046745,0.0045,0.0046745,2355404.0
2020-07-09 15:30:00,0.0046745,0.0046745,0.0045804,0.0045804,44841.0
2020-07-09 16:00:00,0.0046496,0.0046497,0.0044075,0.0044988,593880.0
2020-07-09 16:30:00,0.004503,0.0046051,0.004503,0.0045589,1325750.0
2020-07-09 17:00:00,0.00456,0.0046497,0.00456,0.0046497,930659.0
2020-07-09 17:30:00,0.0046497,0.0046497,0.0045668,0.0046153,622243.0
2020-07-09 18:00:00,0.0046153,0.004667,0.0045847,0.004667,531568.0
2020-07-09 18:30:00,0.0046735,0.0047295,0.0046499,0.0046809,1606863.0
2020-07-09 19:00:00,0.0046809,0.0047216,0.0046398,0.0046398,181857.0
2020-07-09 19:30:00,0.0046398,0.0047148,0.0046373,0.004698,279656.0
2020-07-09 20:00:00,0.004698,0.0047499,0.004678,0.004678,74620.0
2020-07-09 20:30:00,0.004678,0.004678,0.0045588,0.0045588,131056.0
2020-07-09 21:00:00,0.0045588,0.0046196,0.0045,0.0046196,730153.0
2020-07-09 21:30:00,0.0046196,0.0046196,0.0046154,0.0046154,1500.0
2020-07-09 22:00:00,0.0046154,0.0046154,0.0045044,0.0045044,30000.0
2020-07-09 22:30:00,0.0045044,0.00451,0.00429,0.0042953,1356576.0
2020-07-09 23:00:00,0.0042953,0.0044486,0.0042953,0.004354,919451.0
2020-07-09 23:30:00,0.004354,0.0044262,0.004354,0.004354,119308.0
2020-07-10 00:00:00,0.004354,0.004354,0.0042489,0.0042498,431926.0
2020-07-10 00:30:00,0.0042498,0.0042762,0.0039984,0.0041183,659128.0
2020-07-10 01:00:00,0.0041183,0.0041871,0.0041078,0.004178,1760806.0
2020-07-10 01:30:00,0.0041748,0.0042151,0.0041401,0.0041408,756382.0
2020-07-09 20:00:00,0.004698,0.0047499,0.004678,0.004678,74620.0
2020-07-09 20:30:00,0.004678,0.004678,0.0045588,0.0045588,131056.0
2020-07-09 21:00:00,0.0045588,0.0046196,0.0045,0.0046196,730153.0
2020-07-09 21:30:00,0.0046196,0.0046196,0.0046154,0.0046154,1500.0
2020-07-09 22:00:00,0.0046154,0.0046154,0.0045044,0.0045044,30000.0
2020-07-09 22:30:00,0.0045044,0.00451,0.00429,0.0042953,1356576.0
2020-07-09 23:00:00,0.0042953,0.0044486,0.0042953,0.004354,919451.0
2020-07-09 23:30:00,0.004354,0.0044262,0.004354,0.004354,119308.0
2020-07-10 00:00:00,0.004354,0.004354,0.0042489,0.0042498,431926.0
2020-07-10 00:30:00,0.0042498,0.0042762,0.0039984,0.0041183,659128.0
2020-07-10 01:00:00,0.0041183,0.0041871,0.0041078,0.004178,1760806.0
2020-07-10 01:30:00,0.0041748,0.0042151,0.0041401,0.0041408,756382.0
2020-07-10 02:00:00,0.0041408,0.0041443,0.0040137,0.00405,2252961.0
2020-07-10 02:30:00,0.0040133,0.0040963,0.00401,0.0040713,941565.0
2020-07-10 03:00:00,0.0040713,0.0041545,0.0040504,0.0041264,1079822.0
2020-07-10 03:30:00,0.0041543,0.0041543,0.0040607,0.0040905,6908447.0
2020-07-10 04:00:00,0.0040905,0.004245,0.0040905,0.0041799,8409142.0
2020-07-10 04:30:00,0.0041766,0.0041799,0.0040484,0.0040801,6510531.0
2020-07-10 05:00:00,0.00408,0.0040849,0.00401,0.004043,3019094.0
2020-07-10 05:30:00,0.0040474,0.0040594,0.00401,0.0040213,2636928.0
2020-07-10 06:00:00,0.0040214,0.0040214,0.0038153,0.003851,5165841.0
2020-07-10 06:30:00,0.0038551,0.0039362,0.0037503,0.0038467,4209280.0
2020-07-10 07:00:00,0.0038467,0.00401,0.0038451,0.0039728,5443365.0
2020-07-10 07:30:00,0.00398,0.00398,0.0038551,0.0038551,2863466.0
2020-07-10 08:00:00,0.00387,0.00389,0.0038198,0.003849,3601282.0
2020-07-10 08:30:00,0.0038491,0.0039042,0.003849,0.0038495,2256617.0
2020-07-10 09:00:00,0.00386,0.003863,0.0038,0.0038266,2893717.0
2020-07-10 09:30:00,0.0038262,0.0038274,0.0037083,0.0037388,3550442.0
2020-07-10 10:00:00,0.0037327,0.0037986,0.0036611,0.0037544,5523658.0
2020-07-10 10:30:00,0.0037544,0.00389,0.0037299,0.0038839,6196788.0
2020-07-10 11:00:00,0.0038842,0.0039137,0.0038126,0.0038367,10234355.0
2020-07-10 11:30:00,0.0038367,0.0038396,0.0037498,0.0037532,20084416.0
2020-07-10 12:00:00,0.0037532,0.0037785,0.0037124,0.00376,9437719.0
2020-07-10 12:30:00,0.0037599,0.0038622,0.0037595,0.0037878,9759589.0
2020-07-10 13:00:00,0.003791,0.0038507,0.0037856,0.003788,9533012.0
2020-07-10 13:30:00,0.003788,0.003815,0.00376,0.003781,18056348.0
2020-07-10 14:00:00,0.003781,0.00381,0.00378,0.0037851,15835604.0
2020-07-10 14:30:00,0.0037851,0.00385,0.00375,0.0038195,19379712.0
2020-07-10 15:00:00,0.0038196,0.00397,0.0037981,0.00397,10291724.0
2020-07-10 15:30:00,0.00395,0.00397,0.0038852,0.0038877,2810406.0
2020-07-10 16:00:00,0.0038877,0.0038937,0.0038,0.0038816,1481516.0
2020-07-10 16:30:00,0.0038714,0.0038927,0.0038215,0.0038259,831361.0
2020-07-10 17:00:00,0.0038259,0.0038259,0.0037308,0.0037447,1819631.0
2020-07-10 17:30:00,0.0037306,0.0037586,0.0037053,0.0037388,3213895.0
2020-07-10 18:00:00,0.0037171,0.0037171,0.0035564,0.0036002,3116915.0
2020-07-10 18:30:00,0.0036005,0.00362,0.0035439,0.0035821,1355075.0
2020-07-10 19:00:00,0.0035839,0.0035919,0.0034167,0.0034167,1059408.0
2020-07-10 19:30:00,0.0034167,0.0035919,0.0034167,0.0035493,990138.0
2020-07-10 20:00:00,0.0035551,0.0036136,0.0035551,0.0036135,624165.0
2020-07-10 20:30:00,0.0036135,0.00365,0.0035746,0.003622,192741.0
2020-07-10 21:00:00,0.003622,0.0037232,0.0035267,0.0035267,646572.0
2020-07-10 21:30:00,0.0035267,0.0035351,0.0035,0.0035298,81636.0
2020-07-10 22:00:00,0.0035298,0.0035491,0.0034809,0.0035012,1061898.0
2020-07-10 22:30:00,0.0035012,0.0035607,0.0035012,0.0035371,4163.0
2020-07-10 23:00:00,0.0035371,0.00356,0.003505,0.00356,172641.0
2020-07-10 23:30:00,0.00356,0.0035607,0.0035152,0.0035154,59400.0
2020-07-11 00:00:00,0.0035154,0.0035541,0.003505,0.0035541,173326.0
2020-07-11 00:30:00,0.0035541,0.0036217,0.0035541,0.0036217,394975.0
2020-07-11 01:00:00,0.0036217,0.0036679,0.0035973,0.0036587,114139.0
2020-07-11 01:30:00,0.0036587,0.0036618,0.0036129,0.0036352,573949.0
2020-07-11 02:00:00,0.0036352,0.0036352,0.0035592,0.0035592,1747569.0
2020-07-11 02:30:00,0.0035592,0.0036168,0.0035592,0.0035644,348609.0
2020-07-11 03:00:00,0.0035644,0.003585,0.0035015,0.0035465,1497193.0
2020-07-11 03:30:00,0.0035462,0.003561,0.003505,0.0035085,650754.0
2020-07-11 04:00:00,0.0035086,0.0035495,0.00345,0.0035495,1347526.0
2020-07-11 04:30:00,0.0035492,0.0035929,0.0035492,0.0035573,1245470.0
2020-07-11 05:00:00,0.0035573,0.00357,0.0035322,0.003569,693770.0
