"","Date","Open","High","Low","Close","Volume","Cryptocurrency"
"936",2021-02-11,1730.98,1809,1709.63,1772.01,417.864,"Ethereum"
"937",2021-02-12,1772.01,1860,1744.15,1849.33,535.916,"Ethereum"
"938",2021-02-13,1850.09,1869.87,1765,1815,440.782,"Ethereum"
"939",2021-02-14,1815,1850,1785.92,1822.5,293.907,"Ethereum"
"940",2021-02-15,1822.5,1834.9,1675,1803,848.05,"Ethereum"
"941",2021-02-16,1803,1823.25,1743,1768,305.099,"Ethereum"
"942",2021-02-17,1768,1849.5,1735,1847.77,444.147,"Ethereum"
"943",2021-02-18,1849.77,1946.57,1830.6,1946.3,600.711,"Ethereum"
"944",2021-02-19,1946.3,1979,1900,1960.82,418.463,"Ethereum"
"945",2021-02-20,1960.82,2038.59,1929.19,1953.38,463.319,"Ethereum"
"946",2021-02-21,1956.44,1984,1812,1921.51,346.193,"Ethereum"
"947",2021-02-22,1921.51,1938.29,1640,1801.58,1124.726,"Ethereum"
"948",2021-02-23,1802.21,1804.4,1399,1532.82,1333.966,"Ethereum"
"949",2021-02-24,1532.82,1740,1500,1598.39,655.23,"Ethereum"
"950",2021-02-25,1598.39,1665.74,1555,1555,386.34,"Ethereum"
"951",2021-02-26,1555,1565,1404,1436.99,660.654,"Ethereum"
"952",2021-02-27,1436.99,1531.6,1428.96,1500,241.268,"Ethereum"
"953",2021-02-28,1500,1505,1300,1423.08,377.915,"Ethereum"
"954",2021-03-01,1423.08,1556,1405.85,1542.53,540.05,"Ethereum"
"955",2021-03-02,1542.53,1600,1472.54,1484.9,394.14,"Ethereum"
"956",2021-03-03,1506,1653.49,1472.4,1595.01,361.547,"Ethereum"
"957",2021-03-04,1591.54,1620,1511.2,1526,249.654,"Ethereum"
"958",2021-03-05,1526,1553,1444,1538.37,311.48,"Ethereum"
"959",2021-03-06,1538.37,1663.73,1510.15,1645.01,579.997,"Ethereum"
"960",2021-03-07,1645.01,1699.97,1635.32,1663.81,444.474,"Ethereum"
"961",2021-03-08,1663.81,1790.82,1659.64,1790.82,506.84,"Ethereum"
"962",2021-03-09,1790.82,1854.08,1780,1834.17,336.324,"Ethereum"
"963",2021-03-10,1834.17,1872.46,1755,1818.53,355.82,"Ethereum"
"964",2021-03-11,1818.53,1841.78,1728.5,1841.78,329.156,"Ethereum"
"965",2021-03-12,1841.78,1841.78,1727.43,1762.74,292.253,"Ethereum"
"966",2021-03-13,1762.74,1939.01,1731.97,1913.6,471.872,"Ethereum"
"967",2021-03-14,1913.6,1938.95,1851.53,1863.98,190.697,"Ethereum"
"968",2021-03-15,1863.98,1891.78,1730,1804.43,378.078,"Ethereum"
"969",2021-03-16,1804.43,1849.81,1715.23,1799.94,232.916,"Ethereum"
"970",2021-03-17,1799.94,1833.96,1750,1822.3,228.798,"Ethereum"
"971",2021-03-18,1822.3,1844.76,1765,1784.83,197.691,"Ethereum"
"972",2021-03-19,1784.83,1835.23,1765,1821.23,231.14,"Ethereum"
"973",2021-03-20,1821.23,1867,1811,1833.69,224.795,"Ethereum"
"974",2021-03-21,1833.69,1839.16,1760,1803.55,146.825,"Ethereum"
"975",2021-03-22,1803.55,1803.55,1662.71,1665.19,221.727,"Ethereum"
"976",2021-03-23,1667.76,1740,1650.64,1703,419.283,"Ethereum"
"977",2021-03-24,1703,1735.82,1588,1603.03,313.337,"Ethereum"
"978",2021-03-25,1603.03,1624.39,1554.36,1605.44,340.64,"Ethereum"
"979",2021-03-26,1605.44,1688.55,1584.3,1688.55,199.853,"Ethereum"
"980",2021-03-27,1688.33,1727.97,1667.06,1727.97,207.763,"Ethereum"
"981",2021-03-28,1727.97,1727.97,1668.18,1679.52,94.589,"Ethereum"
"982",2021-03-29,1679.52,1837.54,1671.64,1805.83,366.991,"Ethereum"
"983",2021-03-30,1808.32,1853.77,1785.35,1841,388.702,"Ethereum"
"984",2021-03-31,1841,1941.57,1775.08,1930.75,489.009,"Ethereum"
"985",2021-04-01,1927.69,1979,1902.64,1979,509.857,"Ethereum"
"986",2021-04-02,1979,2099.22,1956.3,2084.44,530.915,"Ethereum"
"987",2021-04-03,2084.44,2143,1980.4,2040,357.218,"Ethereum"
"988",2021-04-04,2040,2090,1980,2071,197.689,"Ethereum"
"989",2021-04-05,2071,2132.7,1980,2101.56,291.967,"Ethereum"
"990",2021-04-06,2101.56,2147.99,2045.86,2114.2,308.906,"Ethereum"
"991",2021-04-07,2111.89,2129.66,1960,2020.52,228.701,"Ethereum"
"992",2021-04-08,2011,2074.47,1971.22,2044,80.206,"Ethereum"
"993",2021-04-09,2044,2099.97,2044,2077.82,124.375,"Ethereum"
"994",2021-04-10,2077.82,2195,2055.8,2130.7,237.249,"Ethereum"
"995",2021-04-11,2130.7,2180,2082.82,2136.85,118.705,"Ethereum"
"996",2021-04-12,2136.85,2199,2103.55,2148.4,260.209,"Ethereum"
"997",2021-04-13,2148.4,2317.01,2138.84,2290.22,301.177,"Ethereum"
"998",2021-04-14,2290.22,2424.9,2245,2324,449.057,"Ethereum"
"999",2021-04-15,2420,2499,2400.39,2498.99,317.338,"Ethereum"
"1000",2021-04-16,2498.99,2542.19,2310,2450.98,597.082,"Ethereum"
"1001",2021-04-17,2450.98,2491,2316.59,2383.9,289.422,"Ethereum"
"1002",2021-04-18,2383.9,2387.39,2000,2220.65,455.635,"Ethereum"
"1003",2021-04-19,2220.65,2282.11,2083,2214.64,286.844,"Ethereum"
"1004",2021-04-20,2201.78,2345.3,2050,2328.68,320.439,"Ethereum"
"1005",2021-04-21,2328.68,2467.53,2239.76,2370.94,357.017,"Ethereum"
"1006",2021-04-22,2370.94,2680,2318.84,2405,622.742,"Ethereum"
"1007",2021-04-23,2405,2450,2104.69,2311.73,737.366,"Ethereum"
"1008",2021-04-24,2311.73,2371.79,2165.87,2283.06,400.026,"Ethereum"
"1009",2021-04-25,2283.06,2349.76,2170.03,2228.83,162.91,"Ethereum"
"1010",2021-04-26,2226.91,2525,2219.1,2491,595.165,"Ethereum"
"1011",2021-04-27,2491,2674,2470,2642.97,264.8865,"Ethereum"
"1012",2021-04-28,2644.04,2755.1,2550,2749.15,344.308,"Ethereum"
"1013",2021-04-29,2744.19,2800,2671.28,2734.01,352.3605,"Ethereum"
"1014",2021-04-30,2734.01,2793.69,2726.41,2759.54,263.4042,"Ethereum"
"1015",2021-05-01,2756.06,2965,2743,2923.26,532.9817,"Ethereum"
"1016",2021-05-02,2921.82,2985,2857,2980.56,291.6945,"Ethereum"
"1017",2021-05-03,2980.56,3342.98,2936.31,3334.02,845.1625,"Ethereum"
"1018",2021-05-04,3334.02,3525,3200,3387,819.1595,"Ethereum"
"1019",2021-05-05,3387,3474.2,3225,3424.45,490.9889,"Ethereum"
"1020",2021-05-06,3424.45,3625,3380,3516.32,391.889,"Ethereum"
"1021",2021-05-07,3516.32,3582.41,3365,3476.3,256.7118,"Ethereum"
"1022",2021-05-08,3476.3,3898,3441.62,3898,452.5184,"Ethereum"
"1023",2021-05-09,3900,4249,3710,3897.51,687.601,"Ethereum"
"1024",2021-05-10,3900,4200.61,3732.5,4007.18,588.8122,"Ethereum"
"1025",2021-05-11,4020.52,4164.47,3784.16,4123.33,495.5583,"Ethereum"
"1026",2021-05-12,4123.33,4395,3952.65,4121.88,756.1297,"Ethereum"
"1027",2021-05-13,4121.88,4230.41,3534.99,3739.85,880.2338,"Ethereum"
"1028",2021-05-14,3752.89,4167.14,3614.94,4043.34,415.5023,"Ethereum"
"1029",2021-05-15,4043.34,4121.57,3670,3812,440.9105,"Ethereum"
"1030",2021-05-16,3812,3875.21,3346.73,3482.83,455.7985,"Ethereum"
"1031",2021-05-17,3482.94,3650,3050,3300.41,766.5107,"Ethereum"
"1032",2021-05-18,3300.79,3554.95,3211,3393.58,439.7096,"Ethereum"
"1033",2021-05-19,3393.58,3434.2,2001,2624.99,948.217,"Ethereum"
"1034",2021-05-20,2600,3000,2200,2828.6,806.8018,"Ethereum"
"1035",2021-05-21,2828.6,2939.48,2124,2380.45,569.4065,"Ethereum"
"1036",2021-05-22,2380.45,2650,2159.68,2377.68,459.8113,"Ethereum"
"1037",2021-05-23,2377.68,2377.68,1725.01,2109.33,811.1122,"Ethereum"
"1038",2021-05-24,2109.33,2670,2020,2600,730.9571,"Ethereum"
"1039",2021-05-25,2618.54,2748.99,2310,2606.65,449.0796,"Ethereum"
"1040",2021-05-26,2606.92,2939.72,2600,2811.97,423.0481,"Ethereum"
"1041",2021-05-27,2799.65,2880.95,2639.72,2784.6,309.1196,"Ethereum"
"1042",2021-05-28,2783.26,2783.26,2337.39,2384.16,461.452,"Ethereum"
"1043",2021-05-29,2384.16,2563.53,2211.8,2280.14,344.0219,"Ethereum"
"1044",2021-05-30,2280.14,2465,2192,2409.83,262.1137,"Ethereum"
"1045",2021-05-31,2409.83,2674.98,2279.59,2615.68,599.5686,"Ethereum"
"1046",2021-06-01,2620.45,2731.6,2532.33,2590.02,287.9318,"Ethereum"
"1047",2021-06-02,2598,2795.02,2554.77,2727.07,284.0383,"Ethereum"
"1048",2021-06-03,2727.07,2889.9,2673.28,2826.7,220.0716,"Ethereum"
"1049",2021-06-04,2826.7,2864.79,2559.02,2726.44,259.1633,"Ethereum"
"1050",2021-06-05,2726.44,2815.64,2562.93,2562.95,263.5397,"Ethereum"
"1051",2021-06-06,2562.95,2747.04,2562.95,2716.96,107.4731,"Ethereum"
"1052",2021-06-07,2716.96,2838,2590,2615.32,282.4639,"Ethereum"
"1053",2021-06-08,2615.32,2645.97,2298,2524.48,500.8919,"Ethereum"
"1054",2021-06-09,2524.48,2619.98,2410.02,2584.98,134.635,"Ethereum"
"1055",2021-06-10,2580.81,2616.98,2437.96,2450.29,189.0025,"Ethereum"
"1056",2021-06-11,2450.29,2500,2338.7,2345,173.2049,"Ethereum"
"1057",2021-06-12,2351.32,2449.98,2265.31,2410.24,212.0522,"Ethereum"
"1058",2021-06-13,2410.24,2542.35,2317.66,2527.42,144.9177,"Ethereum"
"1059",2021-06-14,2527.42,2601.25,2468,2556.43,205.6098,"Ethereum"
"1060",2021-06-15,2556.43,2638.85,2517.06,2537.05,154.6642,"Ethereum"
"1061",2021-06-16,2537.06,2589.99,2386.68,2417.4,164.826,"Ethereum"
"1062",2021-06-17,2417.4,2458.69,2315.01,2351.96,181.394,"Ethereum"
"1063",2021-06-18,2351.96,2382.33,2147,2216.54,270.8927,"Ethereum"
"1064",2021-06-19,2216.54,2276.88,2177.32,2223.86,180.3479,"Ethereum"
"1065",2021-06-20,2213.11,2274,2045.15,2258.19,232.266,"Ethereum"
"1066",2021-06-21,2255,2265.33,1885,1890.55,311.6022,"Ethereum"
"1067",2021-06-22,1887.08,1994.15,1684.8,1945,329.7354,"Ethereum"
"1068",2021-06-23,1900,2039.99,1855,1937.7,149.766,"Ethereum"
"1069",2021-06-24,1937.7,2035.14,1889.95,1994.33,173.6866,"Ethereum"
"1070",2021-06-25,1994.33,2018.67,1799.32,1848.4,185.2741,"Ethereum"
"1071",2021-06-26,1852.11,1853.87,1720.31,1774.45,162.043,"Ethereum"
"1072",2021-06-27,1774.45,1887.42,1774.45,1834.12,118.7945,"Ethereum"
"1073",2021-06-28,1834.12,2139.99,1834.12,2130.3,393.1788,"Ethereum"
"1074",2021-06-29,2130.3,2242.52,2066.38,2212.95,180.5237,"Ethereum"
"1075",2021-06-30,2212.95,2277.18,2087.63,2259.51,238.1554,"Ethereum"
"1076",2021-07-01,2248.2,2274.34,2080,2120.55,195.5555,"Ethereum"
"1077",2021-07-02,2120.55,2135.13,2020.6,2114.46,123.3944,"Ethereum"
"1078",2021-07-03,2114.46,2230,2102.21,2205,164.56,"Ethereum"
"1079",2021-07-04,2201,2382.99,2179.02,2371.67,219.2116,"Ethereum"
"1080",2021-07-05,2371.67,2384.53,2163.14,2243.91,188.7354,"Ethereum"
"1081",2021-07-06,2243.91,2344.99,2199.32,2280,180.3898,"Ethereum"
"1082",2021-07-07,2280,2400,2280,2343.68,105.0551,"Ethereum"
"1083",2021-07-08,2343.68,2346.25,2111.67,2111.67,329.4543,"Ethereum"
"1084",2021-07-09,2111.67,2182.39,2058,2153.03,164.4773,"Ethereum"
"1085",2021-07-10,2152.05,2189.89,2080,2098.07,83.3029,"Ethereum"
"1086",2021-07-11,2098.07,2170,2081.58,2169.99,54.2784,"Ethereum"
"1087",2021-07-12,2169.99,2171.42,2012.4,2030.28,107.3139,"Ethereum"
"1088",2021-07-13,2030,2044.43,1920,1950.82,189.6883,"Ethereum"
"1089",2021-07-14,1950.82,2030.2,1869.74,1996.25,219.3424,"Ethereum"
"1090",2021-07-15,1996.25,2034,1889,1927.64,87.6377,"Ethereum"
"1091",2021-07-16,1927.64,1960.74,1851.66,1897.63,111.8796,"Ethereum"
"1092",2021-07-17,1897.91,1914.99,1850,1907.96,73.3297,"Ethereum"
"1093",2021-07-18,1907.96,1985.3,1887.69,1912,127.6623,"Ethereum"
"1094",2021-07-19,1912,1922.61,1810.84,1829.08,144.6253,"Ethereum"
"1095",2021-07-20,1829.08,1846.49,1725.89,1789.56,169.4649,"Ethereum"
"1096",2021-07-21,1789.56,2020,1755.43,1948.69,222.6429,"Ethereum"
"1097",2021-07-22,1948.69,2038.48,1948.69,2010,127.1296,"Ethereum"
"1098",2021-07-23,2010,2095,1995.98,2045.08,139.1671,"Ethereum"
"1099",2021-07-24,2045.08,2200,2045.08,2167.87,202.6212,"Ethereum"
"1100",2021-07-25,2167.87,2192,2104.16,2158.97,194.0254,"Ethereum"
"1101",2021-07-26,2158.97,2427.99,2158.97,2231.06,356.8142,"Ethereum"
"1102",2021-07-27,2231.06,2319.27,2150,2266.34,197.3438,"Ethereum"
"1103",2021-07-28,2265.65,2345,2248.83,2310.56,118.8708,"Ethereum"
"2100",2019-06-20,0.08962,0.08962,0.08636,0.08764,97330.8,"Cardano"
"3100",2019-06-21,0.08764,0.09058,0.08764,0.08884,76881.3,"Cardano"
"4100",2019-06-22,0.08884,0.09723,0.08855,0.095,181519.5,"Cardano"
"5100",2019-06-23,0.095,0.10291,0.094,0.094,54512.4,"Cardano"
"6100",2019-06-24,0.094,0.0986,0.094,0.09673,36294.5,"Cardano"
"7100",2019-06-25,0.09673,0.09845,0.09466,0.09603,40799,"Cardano"
"8100",2019-06-26,0.09603,0.10701,0.09588,0.09739,89998.2,"Cardano"
"9100",2019-06-27,0.09739,0.09885,0.08402,0.086,183336.9,"Cardano"
"10100",2019-06-28,0.086,0.08857,0.08569,0.0885,57628.4,"Cardano"
"1116",2019-06-29,0.0885,0.08962,0.085,0.08935,85146.1,"Cardano"
"1210",2019-06-30,0.08935,0.09,0.083,0.08301,30855.9,"Cardano"
"1310",2019-07-01,0.08301,0.08532,0.08108,0.08166,96274.4,"Cardano"
"1410",2019-07-02,0.08166,0.0825,0.07742,0.07927,59551.8,"Cardano"
"1510",2019-07-03,0.07927,0.08232,0.07927,0.0813,66781.3,"Cardano"
"1610",2019-07-04,0.0813,0.0813,0.07756,0.07756,50843.7,"Cardano"
"1710",2019-07-05,0.07756,0.07809,0.07607,0.0765,18938.5,"Cardano"
"1810",2019-07-06,0.0765,0.08014,0.07606,0.07851,30799.6,"Cardano"
"1910",2019-07-07,0.07851,0.0792,0.07693,0.0792,20508.8,"Cardano"
"2010",2019-07-08,0.0792,0.08171,0.0792,0.07991,17929.8,"Cardano"
"2110",2019-07-09,0.07991,0.08021,0.07742,0.07769,51728.2,"Cardano"
"2210",2019-07-10,0.07769,0.07815,0.07,0.07125,82375.5,"Cardano"
"2310",2019-07-11,0.07125,0.07173,0.063,0.063,69560.4,"Cardano"
"2410",2019-07-12,0.063,0.07041,0.063,0.07039,35686.7,"Cardano"
"2510",2019-07-13,0.07039,0.07039,0.065,0.0658,32115.6,"Cardano"
"2610",2019-07-14,0.0658,0.06702,0.06,0.06,43790,"Cardano"
"2710",2019-07-15,0.06,0.06012,0.05651,0.05944,48377.7,"Cardano"
"2810",2019-07-16,0.05944,0.06008,0.05269,0.05337,49457.3,"Cardano"
"2910",2019-07-17,0.05337,0.0577,0.05073,0.05703,47689.5,"Cardano"
"3010",2019-07-18,0.05703,0.05842,0.05344,0.05842,30625.2,"Cardano"
"3110",2019-07-19,0.05842,0.06037,0.05691,0.06037,37761.8,"Cardano"
"3210",2019-07-20,0.06037,0.06498,0.06037,0.06471,46304.9,"Cardano"
"3310",2019-07-21,0.06471,0.06471,0.05971,0.06119,31460.3,"Cardano"
"3410",2019-07-22,0.06119,0.062,0.05874,0.05876,30896.8,"Cardano"
"3510",2019-07-23,0.05876,0.05949,0.05549,0.05578,30545.3,"Cardano"
"3610",2019-07-24,0.05578,0.05909,0.05437,0.05631,38068.6,"Cardano"
"3710",2019-07-25,0.05631,0.06,0.05631,0.05849,8223.9,"Cardano"
"3810",2019-07-26,0.05849,0.06235,0.05685,0.06179,40722.2,"Cardano"
"3910",2019-07-27,0.06179,0.063,0.058,0.058,10332.3,"Cardano"
"4010",2019-07-28,0.058,0.05953,0.0575,0.05933,1903.9,"Cardano"
"4110",2019-07-29,0.05933,0.061,0.05881,0.06079,33833.4,"Cardano"
"4210",2019-07-30,0.06079,0.06091,0.05865,0.06,27873.1,"Cardano"
"4310",2019-07-31,0.06,0.06085,0.05927,0.05927,35765.8,"Cardano"
"4410",2019-08-01,0.05927,0.05965,0.05782,0.05844,24605.3,"Cardano"
"4510",2019-08-02,0.05844,0.05855,0.05666,0.05666,18903.4,"Cardano"
"4610",2019-08-03,0.05666,0.05799,0.05666,0.05753,7455.3,"Cardano"
"4710",2019-08-04,0.05753,0.05753,0.05621,0.0563,11678.3,"Cardano"
"4810",2019-08-05,0.0563,0.05763,0.0563,0.05739,30322.6,"Cardano"
"4910",2019-08-06,0.05739,0.05739,0.05328,0.05328,69853.5,"Cardano"
"5010",2019-08-07,0.05328,0.0543,0.05165,0.05168,25644.4,"Cardano"
"5110",2019-08-08,0.05168,0.05314,0.05062,0.05257,75327.4,"Cardano"
"5210",2019-08-09,0.05257,0.05257,0.04775,0.04775,14598.2,"Cardano"
"5310",2019-08-10,0.04775,0.05268,0.04775,0.05201,47254.4,"Cardano"
"5410",2019-08-11,0.05201,0.0554,0.05201,0.05509,40494.9,"Cardano"
"5510",2019-08-12,0.05509,0.05509,0.05277,0.05325,33254.8,"Cardano"
"5610",2019-08-13,0.05325,0.05325,0.05,0.053,48502.9,"Cardano"
"5710",2019-08-14,0.053,0.05344,0.04722,0.04907,45401.5,"Cardano"
"5810",2019-08-15,0.04907,0.05419,0.04638,0.04729,31267.9,"Cardano"
"5910",2019-08-16,0.04729,0.04729,0.04487,0.04625,35830.3,"Cardano"
"6010",2019-08-17,0.04625,0.04776,0.04625,0.04735,15663.7,"Cardano"
"6110",2019-08-18,0.04735,0.051,0.04709,0.0505,16866.2,"Cardano"
"6210",2019-08-19,0.0505,0.05053,0.0499,0.05021,32289.1,"Cardano"
"6310",2019-08-20,0.05021,0.05021,0.049,0.04933,25832.2,"Cardano"
"6410",2019-08-21,0.04933,0.04933,0.04644,0.04737,19854.1,"Cardano"
"6510",2019-08-22,0.04737,0.0508,0.04737,0.04916,30907.7,"Cardano"
"6610",2019-08-23,0.04916,0.04967,0.04908,0.04956,15761.6,"Cardano"
"6710",2019-08-24,0.04956,0.0511,0.04834,0.05042,33700.7,"Cardano"
"6810",2019-08-25,0.05042,0.0521,0.04897,0.04897,50009.6,"Cardano"
"6910",2019-08-26,0.04897,0.04985,0.04897,0.04911,9536.7,"Cardano"
"7010",2019-08-27,0.04911,0.04965,0.04839,0.04905,9137.8,"Cardano"
"7110",2019-08-28,0.04905,0.04929,0.0465,0.0465,3865.9,"Cardano"
"7210",2019-08-29,0.0465,0.0465,0.04399,0.04399,24073.6,"Cardano"
"7310",2019-08-30,0.04399,0.04563,0.04399,0.04487,12375.7,"Cardano"
"7410",2019-08-31,0.04487,0.04523,0.04467,0.04478,14075.3,"Cardano"
"7510",2019-09-01,0.04478,0.0452,0.04365,0.04423,18408.8,"Cardano"
"7610",2019-09-02,0.04423,0.04579,0.0435,0.04579,85206.5,"Cardano"
"7710",2019-09-03,0.04579,0.04724,0.0448,0.04724,30368.4,"Cardano"
"7810",2019-09-04,0.04724,0.04724,0.04521,0.04521,17580.1,"Cardano"
"7910",2019-09-05,0.04521,0.04521,0.04409,0.04444,8910.3,"Cardano"
"8010",2019-09-06,0.04444,0.0445,0.0435,0.0445,74907.2,"Cardano"
"8110",2019-09-07,0.0445,0.04605,0.04396,0.04605,42924.2,"Cardano"
"8210",2019-09-08,0.04605,0.04755,0.04605,0.04669,50435.1,"Cardano"
"8310",2019-09-09,0.04669,0.04685,0.04562,0.04685,17765.9,"Cardano"
"8410",2019-09-10,0.04685,0.048,0.04675,0.04675,14951.5,"Cardano"
"8510",2019-09-11,0.04675,0.04675,0.04454,0.04485,19597.7,"Cardano"
"8610",2019-09-12,0.04485,0.0452,0.0445,0.0452,7184.9,"Cardano"
"8710",2019-09-13,0.0452,0.0452,0.04481,0.04508,3487.5,"Cardano"
"8810",2019-09-14,0.04508,0.04689,0.0448,0.04689,26129.2,"Cardano"
"8910",2019-09-15,0.04689,0.04689,0.04609,0.04624,50535.1,"Cardano"
"9010",2019-09-16,0.04624,0.04737,0.04624,0.04624,7216.4,"Cardano"
"9110",2019-09-17,0.04624,0.0501,0.04624,0.05,35298,"Cardano"
"9210",2019-09-18,0.05,0.055,0.05,0.05366,112109.7,"Cardano"
"9310",2019-09-19,0.05366,0.05366,0.0498,0.05292,42411.9,"Cardano"
"9410",2019-09-20,0.05292,0.05292,0.05074,0.05169,31359.4,"Cardano"
"9510",2019-09-21,0.05169,0.05318,0.05138,0.05138,23270,"Cardano"
"9610",2019-09-22,0.05138,0.05138,0.04767,0.0488,70234,"Cardano"
"9710",2019-09-23,0.0488,0.0495,0.04594,0.04594,36499.6,"Cardano"
"9810",2019-09-24,0.04594,0.0485,0.03805,0.03805,24050.4,"Cardano"
"9910",2019-09-25,0.03805,0.03936,0.03634,0.03894,56096,"Cardano"
"10010",2019-09-26,0.03894,0.03978,0.03651,0.03683,31223.9,"Cardano"
"10110",2019-09-27,0.03683,0.03927,0.03683,0.03927,20722.5,"Cardano"
"10210",2019-09-28,0.03927,0.03942,0.03829,0.03872,16547.6,"Cardano"
"10310",2019-09-29,0.03872,0.03872,0.03614,0.03651,36395.4,"Cardano"
"10410",2019-09-30,0.03651,0.03908,0.03651,0.03908,21280.2,"Cardano"
"10510",2019-10-01,0.03908,0.03951,0.03842,0.03842,16144.8,"Cardano"
"10610",2019-10-02,0.03842,0.03868,0.03777,0.03868,12434.6,"Cardano"
"10710",2019-10-03,0.03868,0.03934,0.0378,0.03799,6671.4,"Cardano"
"10810",2019-10-04,0.03799,0.03979,0.03789,0.03966,45198.3,"Cardano"
"10910",2019-10-05,0.03966,0.03979,0.03856,0.03932,18314.9,"Cardano"
"11010",2019-10-06,0.03932,0.03995,0.03856,0.03856,20093.1,"Cardano"
"1117",2019-10-07,0.03856,0.0415,0.03856,0.04132,27974.7,"Cardano"
"1121",2019-10-08,0.04132,0.042,0.04058,0.04102,20255.7,"Cardano"
"1131",2019-10-09,0.04102,0.04269,0.0409,0.0424,29106.8,"Cardano"
"1141",2019-10-10,0.0424,0.0424,0.04091,0.04127,12311.1,"Cardano"
"1151",2019-10-11,0.04127,0.04127,0.04036,0.04039,2591.4,"Cardano"
"1161",2019-10-12,0.04039,0.04095,0.04039,0.04069,10354.9,"Cardano"
"1171",2019-10-13,0.04069,0.04166,0.04055,0.04055,18965.9,"Cardano"
"1181",2019-10-14,0.04055,0.04189,0.04055,0.04155,42304.4,"Cardano"
"1191",2019-10-15,0.04155,0.04155,0.03932,0.0395,43607.8,"Cardano"
"1201",2019-10-16,0.0395,0.0395,0.03818,0.03818,17896.5,"Cardano"
"1211",2019-10-17,0.03818,0.03946,0.03818,0.03921,29245.7,"Cardano"
"1221",2019-10-18,0.03921,0.03931,0.03792,0.03792,1468.7,"Cardano"
"1231",2019-10-19,0.03792,0.03924,0.03781,0.03924,30383.5,"Cardano"
"1241",2019-10-20,0.03924,0.03929,0.03835,0.03929,7270.9,"Cardano"
"1251",2019-10-21,0.03929,0.04106,0.03847,0.04106,29022.5,"Cardano"
"1261",2019-10-22,0.04106,0.04106,0.0387,0.0387,54288.2,"Cardano"
"1271",2019-10-23,0.0387,0.0387,0.03595,0.03634,49678.2,"Cardano"
"1281",2019-10-24,0.03634,0.03763,0.03619,0.03755,2696.7,"Cardano"
"1291",2019-10-25,0.03755,0.0415,0.03752,0.04138,96526.7,"Cardano"
"1301",2019-10-26,0.04138,0.04288,0.03987,0.03987,86271.5,"Cardano"
"1311",2019-10-27,0.03987,0.04306,0.03954,0.04235,49048.5,"Cardano"
"1321",2019-10-28,0.04235,0.04426,0.04204,0.04299,66802,"Cardano"
"1331",2019-10-29,0.04299,0.04381,0.04254,0.0429,32701.6,"Cardano"
"1341",2019-10-30,0.0429,0.04359,0.04115,0.04115,42177.9,"Cardano"
"1351",2019-10-31,0.04115,0.04193,0.04084,0.04085,28177.8,"Cardano"
"1361",2019-11-01,0.04085,0.04188,0.04085,0.04152,9051.9,"Cardano"
"1371",2019-11-02,0.04152,0.04209,0.04152,0.04208,24898.5,"Cardano"
"1381",2019-11-03,0.04208,0.04257,0.04125,0.04125,10771.7,"Cardano"
"1391",2019-11-04,0.04125,0.043,0.04125,0.043,28122.6,"Cardano"
"1401",2019-11-05,0.043,0.0445,0.043,0.04405,32494.8,"Cardano"
"1411",2019-11-06,0.04405,0.04544,0.04405,0.04506,22516.1,"Cardano"
"1421",2019-11-07,0.04506,0.04506,0.04303,0.04324,46064.2,"Cardano"
"1431",2019-11-08,0.04324,0.04355,0.04137,0.04196,38631,"Cardano"
"1441",2019-11-09,0.04196,0.04263,0.04196,0.0422,3757.8,"Cardano"
"1451",2019-11-10,0.0422,0.044,0.0422,0.044,81807,"Cardano"
"1461",2019-11-11,0.044,0.044,0.04246,0.04335,156172.9,"Cardano"
"1471",2019-11-12,0.04335,0.0443,0.04296,0.04383,103494.7,"Cardano"
"1481",2019-11-13,0.04383,0.04383,0.04304,0.04377,19530.2,"Cardano"
"1491",2019-11-14,0.04377,0.04377,0.04255,0.04282,17384.3,"Cardano"
"1501",2019-11-15,0.04282,0.04381,0.04,0.04381,11458.1,"Cardano"
"1511",2019-11-16,0.04381,0.04466,0.04332,0.04371,159313.6,"Cardano"
"1521",2019-11-17,0.04371,0.04593,0.0434,0.04487,110982.5,"Cardano"
"1531",2019-11-18,0.04487,0.046,0.04302,0.04302,121758,"Cardano"
"1541",2019-11-19,0.04302,0.04352,0.04141,0.04182,71465.4,"Cardano"
"1551",2019-11-20,0.04182,0.04187,0.04108,0.04136,3977.4,"Cardano"
"1561",2019-11-21,0.04136,0.04136,0.0377,0.03865,14177.1,"Cardano"
"1571",2019-11-22,0.03865,0.03865,0.03461,0.03849,21089.2,"Cardano"
"1581",2019-11-23,0.03849,0.03849,0.03682,0.03814,1559.8,"Cardano"
"1591",2019-11-24,0.03814,0.03815,0.03543,0.03543,10222.6,"Cardano"
"1601",2019-11-25,0.03543,0.03666,0.03383,0.03666,22058.1,"Cardano"
"1611",2019-11-26,0.03666,0.03823,0.0356,0.03616,8290.3,"Cardano"
"1621",2019-11-27,0.03616,0.0394,0.03532,0.0393,17588.5,"Cardano"
"1631",2019-11-28,0.0393,0.03958,0.03857,0.03958,38158.2,"Cardano"
"1641",2019-11-29,0.03958,0.04188,0.03957,0.04153,64006.4,"Cardano"
"1651",2019-11-30,0.04153,0.042,0.04003,0.04067,4335.2,"Cardano"
"1661",2019-12-01,0.04067,0.04067,0.0386,0.04005,42122.2,"Cardano"
"1671",2019-12-02,0.04005,0.04005,0.03756,0.03791,6193,"Cardano"
